before,after,biased,top1,top2,top3
,,democrats,claims,conservative,"balanced"""
,,influential,influential,"designer,",sculptor
,,denial,denial,blog,promoting
,,terrorism,terrorism,vitally,important
,,dictator,dictator,mobsters,assassinate
,,remarkable,remarkable,minor,suddenly
,,gnu/,common,well,written
,,riveting,riveting,great,told
,,fictional,supervillain,adversary,fictional
,,commentators,so-called,cosmopolitan,came
,,seedy,dramatic,seedy,adult
,,popular,popular,best,saddle
,,striking,striking,sanankoroba,malian
,,unnecessarily,exciting,exhilarating,unnecessarily
,,key,key,new,"poet,"
,,supermodel,supermodel,supermodel,contest
,,racially,racially,chinese,anti-asian
,,defunct,defunct,major,ceased
,,killed,killed,age,she
,,bustling,major,perhaps,best
,,sadly,sadly,harsh,seriously
,,erupted,pro-pakistan,india-pakistan,old
,,liberated,liberated,spanishamerican,"war,"
,,dramatically,dramatically,famous,destroyed
,,demands,violently,explicit,forcing
,,wrongly,wrongly,committed,disable
,,cult,cult,"""applied",originated
,,terrorism,grandiose,terrorism,consciously
,,bustling,bustling,mixed,"pittsburgh,"
,,minor,minor,j.,r.
,,macedonian,macedonian,communist,nikola
,,important,important,3d,manual
,,murderer,murderer,murder,death
,,proven,disproportionate,proven,allegedly
,,extreme,extreme,new,laws
,,slave,choice,slave,chinese
,,finally,finally,died,she
,,vandali,vandali,{{multiple,issues|
,,businessmen,businessmen,u.s.,many
,,secretly,secretly,plural,closest
,,invasion,invasion,initial,british
,,alleged,alleged,claiming,sufficiently
,,fashionable,expansive,fashionable,similarly
,,claimed,claimed,christ,jesus
,,irresponsibility,irresponsibility,reign,caused
,,comedienne,comedienne,actress,cheadle
,,american,corporate,headquarters,manufacturer
,,beautiful,beautiful,far,coastal
,,comedienne,comedienne,earned,won
,,inexplicably,inexplicably,devoted,fans
,,self-described,impossible,unlikely,assumes
,,pov,veg,pov,broadly
,,famous,famous,parody,comedy
,,upstart,upstart,fuzz,label
,,controversial,controversial,liberator,liberation
,,rightly,rightly,memorable,suddenly
,,entire,automates,entire,embedded
,,alleged,alleged,caucasian,found
,,trodden,liberal,somewhat,sophisticated
,,terrorist,terrorist,killed,later
,,considerably,considerably,although,novel
,,peeress,peeress,"kemys-tynte,",baron
,,slunk,federalist,slunk,done
,,controversial,controversial,detailing,hidden
,,old,mosque,pasha,old
,,many,many,natives,"cornwall,"
,,claims,claims,young,god
,,cascadia,strong,sometimes,cascadia
,,front-runner,front-runner,republican,endorsed
,,wrongly,wrongly,continental,lower-paying
,,distinguished,distinguished,partial,page
,,rightly,rightly,vastly,extreme
,,comedienne,comedienne,actress,hana
,,identified,alcohol,major,identified
,,destructive,destructive,massive,signified
,,posing,ordinary,posing,white
,,mass-murderer,airplane,tibbets,mass-murderer
,,brilliant,brilliant,"somerset,",dewlands
,,blown,noted,blown,argument
,,rebellion,execution,large,unrest
,,often,prestigious,"""hidden",defines
,,rudumentory,us,advanced,even
,,merely,merely,control,woman
,,works,inadequate,essential,large
,,unfortunately,unfortunately,trophy,boys
,,fine,fine,accessories,"(pens),"
,,freedom,freedom,purushottam,uttar
,,correctly,correctly,cite,critics
,,duplexes,realizing,duplex,fed
,,gloomily,gloomily,pretty,hippie
,,solve,problem,generations-based,fails
,,heavily,heavily,positive,many
,,evangelical,christian,evangelical,american
,,complains,complains,claim,eternal
,,claimed,ignorance,claimed,positive
,,defection,moderate,conservative,delighted
,,created,modifies,theory,created
,,claims,propaganda,significant,claims
,,facts,terrorist,demonstrates,extensive
,,murdered,murdered,eldest,kafr
,,infamous,infamous,remarkable,disastrous
,,improvement,improvement,showing,full
,,famous,famous,somali,sheikh
,,interrupting,comedian,interrupting,winter
,,unique,unique,fantasy,fall
,,buggy,completely,needs,several
,,irresponsible,irresponsible,delicate,gourmet
,,incredible,incredible,earned,scholarship
,,great,great,noted,historically
,,unfortunately,unfortunately,never,released
,,popular,popular,bare,bones
,,acclaimed,acclaimed,embittered,recovering
,,serious,melodramatic,u.s.,serious
,,stellar,stellar,stealing,stealers
,,reich,peace,worried,pressed
,,humanity,humanity,international,indian
,,comediennes,comediennes,top-notch,alas
,,manipulated,manipulated,nekrasov's,introduced
,,even,even,republican,several
,,comedienne,comedienne,many,leading
,,unfair,unfair,fact,criticism
,,concluded,concluded,denied,real
,,morally,unethical,morally,accusations
,,unfortunately,unfortunately,ready,system
,,brilliant,brilliant,20th,srinivasa
,,influential,influential,advocacy,"moveon.org,"
,,much-ballyhooed,passing,aggressive,nationally-televised
,,simply,nationally-ranked,"public,",pomona
,,espouse,espouse,scientific,main
,,admitting,admitting,trying,thrown
,,ruthless,drug-infested,ruthless,idyllic
,,grammy-winning,demon,hip-hop,grammy-winning
,,claims,poor,claims,degraded
,,closely,debris,amidst,christian
,,admitted,admitted,claimed,"enemies"""
,,destroy,destroy,transportation,efforts
,,passing,passing,achievements,judged
,,amazing,amazing,noted,virgin
,,harassed,harassed,forgotten,forcing
,,artful,artful,snatch,god
,,suppressed,sect,inspired,suppressed
,,criticized,criticized,poverty,"""neo-confederate."""
,,berenstain,famous,examples,"simpsons,"
,,unauthorized,gush,atzmona,unauthorized
,,respected,respected,"chicago,",punk/hardcore
,,terrorists,terrorists,subjected,surrender
,,disastrous,disastrous,invasion,"ladbroke,"
,,attacked,choice,attacked,apologizing
,,said,said,white,circulated
,,many,smashing,many,temple
,,renowned,renowned,feminist,"paris,"
,,inclusion,fascist,claims,expulsion
,,(,holy,(,died
,,professional,advanced,professional,many
,,ago,ago,years,nation
,,dehumanizing,dehumanizing,widespread,arab
,,forged,authentic,forged,failed
,,(,popular,(,heart
,,tragically,tragically,accident,"shreveport,"
,,famous,famous,sensuous,class
,,gnu/,many,"others,",bsd
,,leading,leading,conservative,represents
,,mythical,mythical,actually,chiefly
,,surprisingly,surprisingly,reigning,traditional
,,cheesily,noted,challenge-response,witty
,,misused,misused,hijack,spyware
,,interestingly,interestingly,derivative,inch
,,appropriately,appropriately,epitaph,reads:
,,groundbreaking,groundbreaking,tony,rap
,,filthy,filthy,showed,features
,,even,even,attendance;,england
,,controversial,controversial,become,conservation
,,discovered,discovered,jewish,mother
,,came,came,understudy,rogers'
,,occupying,occupying,burmese,attacks
,,progressive,excoriated,progressive,claims
,,fringe,fringe,alleged,conspiracy
,,exclusive,exclusive,growing,baccalaureate
,,american,(,infraction,redirect
,,doctrine,explicitly,opportunity,friedrich
,,too-,abrupt,russian-speaking,"cases,"
,,charges,widespread,consumed,activist
,,hand-picked,democratic,also,assistant
,,autocratic,autocratic,korean,communist
,,even,even,playable,"tour,"
,,sketic,constructive,pressure,rejecting
,,important,important,killed,persian
,,racist,racist,notable,skilled
,,sadly,sadly,lost.,crew
,,authoritarian,authoritarian,many,oversized
,,loving,loving,"maddy,",children
,,occupied,occupied,pakistan-,surgical
,,birth,adoptee,photograph,mother
,,even,even,arrested,legally
,,lovely,lovely,heart,odenwald
,,enormously,enormously,popular,pop
,,minor,superhero,minor,pseudonymous
,,infamously-atrocious,brigade's,infamously-atrocious,"wrote,"
,,regime,regime,defense,fall
,,conduct,conduct,homosexual,subjected
,,assuring,fact,assuring,jewish
,,pseudoscientific,pseudoscientific,expelled:,documentary
,,sadly,sadly,"middletown,ny",ramble
,,heretical,heretical,protestant,name:
,,provocative,provocative,even,treason
,,2015,freedom:,religious,1919-
,,notorious,notorious,ransacked,apparent
,,defamatory,defamatory,star,monster
,,nation,nation,ancient,cultural
,,award-winning,award-winning,echo,neighborhood
,,familiar,speculated,familiar,discretely
,,served,republican,senate,representing
,,iroquois,professional,uwo,grand
,,easily,popular,easily,incumbent
,,extremely,extremely,northern,large
,,weak,weak,emery's,british
,,elaborated,refutation,so-called,adversary
,,finally,finally,spring,sent
,,europes,successful,austrian,cultural
,,severe,severe,strong,cause
,,great,great,pioneering,renowned
,,solely,hit,collapse,"first,"
,,aggressive,aggressive,brands,bensons
,,little-known,little-known,catholic,accounting
,,disgraced,disgraced,conservative,politician
,,shooting,rang,state,shooting
,,legendary,legendary,"city,",bowery
,,glorious,glorious,convey,fleeing
,,great,great,never-ending,often
,,medium-sized,medium-sized,sydney's,(previously
,,beloved,beloved,left,moriarity
,,quick,showed,quick,fact
,,utmost,positive,utmost,vedam
,,controversial,controversial,defeated,china's
,,values,clearly,popular,shortcomings
,,footnote,footnote,saga,watergate
,,untimely,untimely,severe,explosive
,,lord,lord,"""technological",keynes
,,found,found,exposed,proselytizing
,,clearly,clearly,vestigial,"short,"
,,claims,occupied,divine,divine
,,mouthpiece,mouthpiece,liberal,church's
,,october,battleship,october,warships
,,previously,articulate,"won,",political
,,reforms,reforms,forced,tony
,,royal,extravagant,lavish,yet
,,offworld,typical,accompanying,offworld
,,stunning,stunning,superstar,man
,,comedienne,comedienne,barr,doing
,,leftist,tendentious,leftist,neglect
,,interesting,interesting,many,wreck
,,storied,storied,supported,co-owned
,,gay-themed,complex,men,gay-themed
,,terrorists,terrorists,anti,civil-rights
,,happily,happily,lives,"seattle,"
,,prominent,prominent,mountaineer,activist
,,great,great,u.s.,many
,,thrilling,thrilling,historic,gained
,,popular,popular,fictional,sophie
,,holy,holy,catholic,lamentations
,,careful,nominally,careful,dissent
,,hostile,hostile,"butkivka,",ukrainian
,,christened,christened,unique,familys
,,innovative,innovative,distinctive,well
,,tools,widespread,finds,educational
,,classy,classy,boasting,many
,,rudely,rudely,villain,techno
,,fall,"week,",fall,would
,,terrorists,terrorists,executed,rebel
,,attacking,claims,attacking,prominent
,,tough,unsuspecting,tough,hit
,,low-key,small,low-key,independent
,,incorrectly,incorrectly,often,rather
,,myth,myth,said's,deconstruction
,,ideologues,ideologues,5-fold,28-fold
,,best,best,best,wide
,,finest,finest,metafont,computer
,,limited,limited,xbox's,hard
,,occupied,occupied,northern,northern
,,mercenaries,mercenaries,meccan,merchant
,,disappointing,disappointing,wore,eliminated
,,extraordinary,extraordinary,insubordinate,problems
,,outstanding,outstanding,ella,success
,,comedienne,comedienne,stars,actress
,,forcing,forcing,anglo-saxon,settlement
,,gorgeous,gorgeous,familiar,surprise
,,irrational,irrational,death,plaster
,,traitor,traitor,lord,pioneer
,,best,best,atkin,live
,,incidentally,formerly,incidentally,vice
,,renowned,renowned,chinese:,chinese:
,,cult,cult,mantra,anti-homosexual
,,dialect,dialect,albanian,minorities
,,picturesque,picturesque,sleep-away,original
,,controversial,controversial,damon,cancer
,,administered,claimed,taiwan,political
,,passing,passing,sachs,second
,,women,humiliating,predatory,women
,,occupied,occupied,kashmir),pakistan
,,superb,superb,eventually,black
,,critics,unbelievers,interpret,critics
,,rebellious,rebellious,rebels,stronghold
,,regime,regime,iranian,said
,,excellent,excellent,describes,mythologies
,,expert,expert,amalgam,"interviews,"
,,ridiculed,ridiculed,claim,"""bald-faced"
,,control,control,completely,surrounds
,,sovereign,de-facto,sovereign,state
,,virtuoso,virtuoso,progressive,dream
,,famed,famed,mothers,boy
,,comedienne,comedienne,hostess,caroline
,,abhorrent,abhorrent,hundred,hopes
,,comedienne,comedienne,so,tenor
,,passing,passing,"wife,",wife
,,effect,today,still,international
,,rich,rich,many,diverse
,,received,"""two-three-seventy",shorthand,"four"""
,,unfortunately,unfortunately,admitted,pot
,,despotic,glorious,despotic,came
,,incorrectly,incorrectly,lights,rhythm
,,inspiring,unconstitutional,loving,inspiring
,,characterizations,characterizations,"tacitus,",cassius
,,korean,korean,korean,ancient
,,celebrated,celebrated,best-selling,inspired
,,incredible,incredible,opposite,big
,,controversial,controversial,liability,butler
,,lovely,lovely,moroccan,french
,,discredited,discredited,eye-based,clearly
,,supervillain,supervillain,fictional,marvel
,,concede,concede,real,chamber's
,,terrible,terrible,love,guru
,,mlsmorpg,constant,mlsmorpg,show
,,even,even,dominant,"eventually,"
,,iconic,iconic,typical,contre-filet
,,discredited,discredited,mainstream,extensive
,,theory,theory,evolution,systematics
,,superlative,superlative,notes,copious
,,cotton,strong,whipped,lash
,,murder,murder,propaganda,comparatively
,,regime,privileged,regime,shah
,,famously,famously,fraud,accounting
,,contends,debunked,contends,biographer
,,victim,concluded,victim,real
,,infinite,even,infinite,equivalent
,,pirated,pirated,escape,quick
,,infamous,infamous,critics,beleive
,,sadly,sadly,americans,native
,,/male,female,"fingers,",distributed
,,popular,popular,pop,clockwork
,,view,modern,reform,reform
,,actress,actress,greta,english
,,glorious,glorious,holy,devotees
,,extreme,extreme,prominent,genetic
,,stirring,stirring,clamor,vladimir
,,failed,failed,illegal,deemed
,,frighteningly,frighteningly,great,chinese
,,description,neutral,refractories,description
,,victims,victims,alleged,iraqi
,,many,many,doubt,casts
,,substantial,stagnation,lobbying,substantial
,,successful,successful,best,actress
,,cruely,cruely,eliminated,9.
,,earned,earned,siddons,sarah
,,infamous,infamous,outspoken,catholic
,,shows,shows,likely,large
,,targetted,claimed,leading,sectarian
,,degenerate,degenerate,patrician,rather
,,famous,famous,effectively,lord
,,1970s,cult,look,especially
,,notorious,notorious,hit,many
,,radical,radical,many,universal
,,remarkable,remarkable,theodore,twenty-two
,,prestigious,prestigious,chant,elementary
,,none,onerous,election,restrictions
,,apparent,apparent,restaurant's,owners
,,hotly,chairman,hotly,republican
,,superstition,superstition,clear,accurate
,,great,great,bloody,defeated
,,many,many,romney's,political
,,comedienne,comedienne,popular,follies
,,ever,greatest,regarded,nations
,,terrific,terrific,premiere,tuning
,,sadly,sadly,lifelong,chronic
,,bizarre,bizarre,inhaled,accident
,,strict,supposed,strict,refused
,,comedienne,comedienne,presenter,(1962-)
,,comedienne,comedienne,american,(born
,,members,hijacked,suicide,attacks
,,lucrative,lucrative,reformed,endorsement
,,emo,emo,american,jimmy
,,clearly,clearly,heroes,many
,,magnificent,magnificent,kopparberg,pear
,,offensive,offensive,voluntary,discontinued
,,infamous,infamous,plan,morgenthau
,,reactionary,reactionary,absurd,hostility
,,pressure,liberal,claimed,identified
,,influential,influential,hit,gross
,,claimed,claimed,totally,rescue
,,micromanaged,still,micromanaged,highly-regulated
,,appropriately,appropriately,means,"helped"""
,,terrorist,terrorist,greatest,south-eastern
,,mistakenly,mistakenly,denied,burgeoning
,,small,excessive,small,many
,,coveted,facile,coveted,"opposition,"
,,rich,rich,fictional,features
,,redundant,redundant,socialist,widely
,,young,young,people,never
,,anti-british,anti-british,nationalist,replaced
,,prestigious,prestigious,admitted,flagship
,,surprisingly,surprisingly,hit,notable
,,awful,awful,numerous,"additionally,"
,,spectacular,spectacular,runs,coastal
,,extraordinary,extraordinary,outstanding,many
,,unfortunately,unfortunately,hit,final
